"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","163.212","159.631","156.124","152.747","149.548","146.573","143.863","141.427","139.268","137.385","135.779","134.454","133.373","132.465","131.655","130.873","130.049","129.133","128.118","127.005","125.798","124.498","123.113","121.681","120.256","118.885","117.617","116.498","356.283","114.668","113.977","113.171","112.745","111.737","110.82","109.669","108.355","106.793","104.83","102.59","100.167","97.671","95.203","92.855","90.653","88.552","86.531","84.538","82.572","80.603","78.626","76.635","74.671","72.6","70.545","68.579","66.503","64.526","62.661","60.884","79.237","82.033","62.806","56.354","",
"American Samoa","ASM","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","171.322","160.894","155.321","155.547","159.688","166.51","288.46","176.133","178.602","177.497","173.015","166.316","161.509","160.252","159.275","158.045","156.264","154.318","152.42","150.282","145.415","139.219","136.701","136.543","137.537","135.082","131.55","126.661","121.592","117.796","106.013","94.432","82.758","80.962","79.034","77.397","76.242","75.442","93.433","110.713","127.04","124.255","120.183","115.727","108.46","109.875","113.953","118.703","117.985","141.823","116.19","114.998","114.003","114.166","120.588","123.952","125.4","118.223","117.357","118.327","121.672","121.485","120.872","120.599","",
"Antigua and Barbuda","ATG","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","192.858","186.27","180.543","174.244","167.899","161.429","155.232","149.235","143.652","138.693","134.059","129.789","125.855","122.386","118.986","116.032","113.209","110.19","107.19","104.644","102.879","101.604","100.392","99.458","98.738","98.332","98.248","98.501","99.133","101.198","100.953","101.971","102.786","102.193","100.575","99.399","96.336","94.226","93.671","91.954","92.815","92.001","91.695","88.74","86.799","86.155","85.081","85.65","84.863","84.207","83.553","81.389","80.991","81.899","84.263","86.282","87.047","88.2","89.248","90.746","92.521","92.622","91.199","90.781","",
"Australia","AUS","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","115.945","109.193","112.524","115.741","118.409","118.808","119.568","117.185","116.934","112.951","118.686","111.435","109.275","105.585","107.599","100.658","98.801","95.82","93.146","86.587","84.086","81.303","82.137","79.381","77.799","78.646","73.677","73.58","71.991","70.172","66.314","65.316","64.999","61.603","62.04","60.378","60.117","59.605","57.991","55.876","56.11","53.636","53.059","50.706","49.508","47.595","48.235","48.119","46.643","47.91","45.704","46.069","44.464","45.018","44.842","45.231","44.785","44.614","43.127","42.391","41.652","41.647","","","",
"Austria","AUT","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","118.001","113.02","113.132","112.71","108.82","109.516","108.337","108.785","105.062","110.714","107.646","103.957","101.486","101.027","100.141","99.771","98.31","97.242","93.176","91.773","91.566","89.63","89.941","90.63","83.994","82.717","80.425","76.681","73.153","73.365","74.578","73.139","71.612","72.481","70.497","67.848","67.426","61.964","62.274","63.636","63.196","60.139","58.829","59.49","55.035","55.201","51.442","51.858","50.262","50.079","48.689","49.353","46.708","45.326","46.009","44.687","43.796","41.779","43.991","40.952","40.594","40.817","40.045","39.538","",
"Azerbaijan","AZE","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","273.201","265.701","257.912","250.385","243.122","235.726","227.896","221.217","214.924","209.025","203.461","198.694","194.462","190.626","186.531","181.827","174.236","168.185","162.241","158.161","152.417","148.782","145.744","143.191","152.957","143.08","155.553","146.958","148.984","141.705","141.683","143.926","155.737","152.306","149.783","154.29","145.242","144.664","135.677","132.202","124.847","126.575","119.868","120.638","121.026","119.436","106.994","110.739","105.946","105.758","100.487","96.821","96.12","86.872","86.231","80.425","83.875","83.023","79.918","76.984","101.885","104.284","80.195","69.216","",
"Burundi","BDI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","374.447","376.743","376.171","375.403","375.105","391.362","375.922","378.591","377.039","382.832","378.02","379.013","724.585","492.913","378.727","377.909","375.871","375.192","372.195","365.991","360.782","355.99","353.273","352.796","354.774","360.623","369.272","377.671","442.647","406.561","418.673","428.696","434.729","568.069","434.916","430.941","425.214","412.231","397.319","385.696","381.306","369.538","356.821","347.185","335.342","327.888","319.636","312.126","305.002","297.573","292.864","286.337","279.716","272.227","265.651","260.208","253.315","246.502","241.305","237.042","229.645","246.135","232.118","218.923","",
"Belgium","BEL","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","109.843","104.955","109.121","108.219","106.876","108.532","107.567","105.054","106.533","107.028","105.605","103.068","102.407","100.927","99.508","101.292","98.744","96.147","96.154","93.27","90.931","88.329","88.539","88.413","83.768","81.82","82.06","78.65","76.679","76.563","75.087","72.279","73.418","71.674","73.275","71.387","70.658","70.724","70.916","67.493","68.703","67.722","66.905","65.357","62.807","62.164","61.11","63.08","61.634","61.099","59.3","59.462","57.054","57.509","53.263","53.983","51.297","49.351","49.315","46.994","47.78","47.183","46.889","46.992","",
"Benin","BEN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","395.121","388.754","386.422","382.368","377.882","373.063","373.931","369.621","365.012","360.824","356.759","355.816","349.466","345.122","340.797","334.915","327.199","319.88","315.134","311.395","307.796","304.286","300.638","297.22","290.487","282.796","274.31","267.995","258.736","254.745","249.643","247.444","240.998","240.772","241.191","241.343","244.101","243.019","244.921","245.8","247.342","251.429","254.109","255.57","256.256","253.666","252.906","251.869","259.287","260.563","261.763","263.306","263.748","260.174","259.876","260.009","259.144","255.9","256.343","253.55","246.675","267.971","249.569","244.603","",
"Burkina Faso","BFA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","423.062","419.733","415.042","410.798","406.251","401.4","396.217","391.301","386.322","382.938","374.597","371.482","366.21","361.312","353.951","346.778","339.651","332.835","325.936","321.008","314.142","313.684","305.981","304.231","302.738","303.258","304.301","306.393","308.452","309.99","310.57","310.853","310.499","310.301","309.852","309.406","308.251","312.192","304.144","301.442","298.431","295.539","295.473","291.818","286.764","281.001","277.432","273.348","265.423","261.194","256.962","250.431","247.25","243.874","240.328","236.15","233.03","229.534","226.174","223.516","220.096","237.911","225.147","214.071","",
"Bangladesh","BGD","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","364.362","357.007","346.33","352.293","337.674","354.512","328.352","323.235","319.084","315.553","424.748","551.382","303.326","300.838","301.862","293.65","290.299","286.984","283.414","279.679","276.896","274.502","272.352","269.636","267.917","271.669","266.882","268.407","271.406","274.103","276.628","316.566","276.73","273.247","267.307","259.911","250.9","241.12","230.949","220.442","210.166","200.319","191.024","182.501","174.903","167.874","161.645","157.325","151.107","146.754","142.809","139.262","136.09","133.177","130.381","127.822","125.318","122.9","120.44","118.025","121.394","138.106","113.419","108.97","",
"Bulgaria","BGR","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","114.354","111.422","113.224","108.682","102.054","101.499","100.656","100.919","100.27","103.5","100.101","101.463","99.366","95.813","97.322","96.048","96.178","97.285","99.534","99.359","98.918","97.092","98.338","95.449","98.231","98.506","95.566","94.902","97.567","95.634","98.081","96.629","99.086","94.867","98.232","100.065","99.791","106.49","98.497","99.048","98.817","95.108","93.926","91.42","92.267","92.247","93.389","91.31","88.735","87.304","87.933","85.702","82.257","82.085","88.291","86.607","86.466","86.496","86.31","81.732","95.17","118.345","","","",
"Bahrain","BHR","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","284.133","271.877","259.428","247.018","234.852","223.105","211.918","201.391","191.596","182.58","174.375","166.996","160.966","154.482","149.159","144.351","139.986","136.016","132.659","129.261","126.486","124.122","122.173","120.61","119.392","118.482","117.847","117.453","117.171","116.778","116.052","114.775","112.747","109.893","106.395","102.463","98.295","94.069","89.94","86.048","82.512","79.433","76.894","74.965","73.548","72.416","71.347","70.134","68.579","66.613","64.4","62.117","59.92","57.947","56.296","54.927","53.767","52.75","51.814","50.907","43.914","70.642","48.145","47.18","",
"Bahamas, The","BHS","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","237.151","233.187","229.219","225.382","221.205","216.863","214.456","210.295","207.041","203.289","199.284","195.673","193.112","188.846","183.694","176.929","172.512","169.562","167.647","165.699","163.136","160.136","157.207","154.262","151.362","148.897","146.856","145.204","143.804","143.216","143.391","144.549","146.693","148.037","149.667","150.705","150.848","149.903","148.518","146.275","143.34","140.189","137.198","134.652","134.266","132.149","131.621","131.656","131.696","131.873","131.535","130.563","129.237","127.559","126.245","129.238","126.393","126.917","126.644","160.326","132.177","166.002","122.501","121.419","",
"Bosnia and Herzegovina","BIH","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","208.03","202.53","193.935","197.535","187.393","181.668","170.132","164.072","160.729","153.587","147.461","145.938","145.526","137.611","128.568","122.166","123.802","121.706","121.204","118.088","113.298","109.551","108.307","109.049","107.636","107.082","105.338","104.526","102.279","97.195","96.402","93.014","218.874","224.324","105.809","104.035","85.051","82.383","79.342","76.882","75.057","73.015","70.086","68.364","67.433","67.987","69.702","68.969","68.135","65.732","65.834","65.102","64.445","64.688","65.704","65.541","65.397","65.516","58.727","63.181","67.127","77.308","67.481","60.236","",
"Belarus","BLR","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","104.51","104.839","109.123","104.974","97.26","99.011","96.901","100.424","96.192","98.185","101.532","98.006","100.313","99.886","98.295","102.077","103.145","103.427","106.936","106.095","109.577","107.347","107.551","108.219","112.708","109.451","97.996","99.568","98.918","101.846","107.204","110","115.421","125.075","125.783","131.093","128.347","130.648","130.858","134.812","125.338","130.326","137.368","130.887","128.963","127.967","122.46","115.608","111.707","113.28","112.143","114.383","97.548","95.272","89.986","82.36","82.559","77.933","79.839","","","","","","",
"Belize","BLZ","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","222.418","298.967","210.533","206.888","204.555","201.763","197.602","192.415","187.484","182.933","177.892","173.96","170.573","166.266","161.775","156.931","153.125","149.808","149.703","148.571","149.901","151.659","152.504","151.084","146.94","141.97","136.892","133.133","131.625","132.143","134.212","137.625","141.753","144.531","147.452","150.832","154.463","158.87","163.523","164.677","164.931","163.514","154.768","151.37","145.432","144.288","141.903","140.465","140.252","138.091","136.579","134.624","131.286","128.87","126.049","123.272","120.483","117.362","114.485","111.89","128.918","142.405","122.614","102.326","",
"Bermuda","BMU","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","148.986","131.136","127.956","134.023","139.609","138.438","136.359","134.9","130.614","126.945","122.128","116.788","110.778","104.967","102.006","98.59","95.872","91.906","88.907","85.657","83.884","82.354","81.276","80.856","82.561","85.175","86.751","87.629","88.768","89.344","90.38","92.194","93.642","92.948","87.547","81.004","78.11","77.61","76.011","71.881","68.262","65.936","63.765","63.158","57.023","53.71","51.455","50.228","50.139","49.851","48.282","45.634","44.006","43.927","44.214","45.613","47.127","47.98","47.527","47.211","47.457","47.126","46.87","46.678","",
"Bolivia","BOL","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","333.757","331.172","327.971","324.691","321.38","316.068","311.798","308.183","303.464","302.517","298.485","296.591","297.319","292.876","289.704","284.256","277.97","275.532","274.301","271.175","268.159","266.294","267.669","265.428","261.879","262.008","259.614","252.753","247.441","240.179","234.417","229.071","224.7","217.153","210.876","207.173","205.338","203.85","200.917","198.417","196.687","191.817","185.85","183.78","182.285","179.956","178.692","174.702","172.829","170.805","168.375","166.76","164.929","163.531","162.558","160.551","159.145","157.682","156.313","155.563","207.562","253.68","161.147","148.197","",
"Brazil","BRA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","276.882","273.286","269.678","265.595","261.969","258.136","254.493","250.7","246.855","243.192","239.636","236.086","232.433","228.504","225.121","220.729","216.902","213.12","209.34","205.389","201.398","197.293","193.171","189.043","185.161","181.056","177","172.936","168.176","161.647","155.485","149.827","144.68","140.591","138.623","136.665","134.672","132.698","129.932","126.503","122.93","119.158","115.476","112.573","110.184","107.909","105.708","103.648","101.627","99.983","98.236","96.762","94.646","92.895","91.345","89.318","89.504","85.377","83.265","82.86","93.221","122.951","95.437","85.735","",
"Barbados","BRB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","186.084","171.253","166.852","161.392","157.413","153.41","149.919","147.234","147.61","145.116","149.745","147.009","143.131","143.69","142.279","139.592","136.647","128.498","123.8","120.13","115.487","112.406","107.239","104.923","103.971","104.315","103.916","102.143","101.858","102.659","101.726","101.473","101.695","98.402","98.255","99.261","99.533","100.873","96.95","95.567","99.463","100.754","98.608","96.835","92.746","94.995","96.496","92.423","93.063","92.07","94.169","93.049","92.034","91.215","90.286","88.955","87.976","88.268","87.219","86.426","85.634","84.247","83.47","82.669","",
"Brunei Darussalam","BRN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","302.232","298.392","297.989","289.784","285.276","282.016","275.268","269.85","263.876","257.44","250.724","243.866","236.901","229.348","223.173","217.031","211.205","205.371","200.539","195.63","190.35","185.892","180.979","176.339","172.508","168.29","164.111","159.919","156.77","152.241","147.582","142.936","138.306","133.731","129.688","125.637","121.95","118.685","115.647","113.162","110.828","108.814","107.288","106.04","105.076","104.355","103.723","103.287","102.923","102.651","102.465","102.094","101.906","101.545","101.321","100.941","100.497","99.88","99.117","98.257","97.309","102.773","147.529","94.428","",
"Bhutan","BTN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","501.099","497.655","493.402","488.645","483.306","477.406","471.077","464.558","458.092","451.604","445.08","438.035","430.426","422.862","415.276","407.747","399.28","390.741","382.215","373.774","365.344","357.084","349.393","341.905","334.696","327.71","319.267","310.637","302.242","293.982","286.214","279.576","271.375","263.879","258.527","249.068","241.385","234.128","226.654","219.251","216.82","205.641","198.219","191.081","184.445","178.172","170.636","163.929","157.967","154.04","146.23","140.25","135.137","130.927","127.386","124.388","120.232","116.342","112.811","109.585","106.598","104.909","101.274","98.866","",
"Botswana","BWA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","321.6","316.046","311.207","305.451","299.729","294.099","288.008","282.93","278.141","273.407","269.328","263.666","258.409","252.849","247.024","241.94","235.269","229.15","223.436","219.022","214.562","210.654","207.979","206.827","207.518","211.532","220.68","233.031","256.029","269.538","293.575","321.182","348.139","374.642","400.301","419.958","440.622","460.081","476.845","490.332","498.019","500.245","496.814","487.425","472.994","454.835","442.049","410.465","390.877","367.532","346.693","340.736","332.57","318.148","299.516","276.191","250.608","225.327","203.63","187.28","171.097","252.58","158.936","152.104","",
"Central African Republic","CAF","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","445.492","440.709","435.771","430.623","425.206","419.478","413.998","407.546","400.759","393.736","386.499","379.17","371.936","364.758","357.825","351.057","344.666","338.716","333.283","328.46","324.366","321.097","318.764","317.476","316.838","317.934","320.369","324.2","329.519","336.359","344.846","355.26","367.995","379.335","394.07","409.896","426.327","444.288","458.959","473.372","492.248","495.45","499.342","499.57","496.832","490.385","482.032","471.903","467.953","841.557","470.225","438.968","425.915","424.879","496.135","392.347","392.37","433.317","372.681","573.291","394.253","507.246","752.531","326.793","",
"Canada","CAN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","109.671","106.471","108.087","106.692","104.377","105.284","104.174","103.892","103.251","103.714","102.565","98.61","100.848","100.432","97.852","96.673","91.669","92.53","88.565","89.153","86.248","84.326","82.064","78.562","76.412","77.346","75.365","74.392","72.201","71.749","69.678","69.012","68.42","67.366","67.584","66.92","66.074","63.241","62.681","61.623","61.046","59.364","59.492","58.315","57.049","57.113","55.878","55.476","55.899","54.782","52.66","52.671","52.44","50.975","51.4","50.736","51.593","51.511","51.046","49.767","53.912","55.451","55.366","","",
"Central Europe and the Baltics","CEB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","124.500432363295","120.430584681079","119.936488248589","115.74131739565","112.041278283634","112.006333267839","110.380192727258","109.562648043913","109.095643680282","112.126829898757","110.048480053929","110.078412932547","107.133768668848","107.464651806314","105.591219876895","105.238004389763","105.499457090808","107.357845241738","108.000645509356","108.60270609749","110.773459901229","108.591740841183","107.262289345067","108.785650280363","108.647251867764","109.523792540369","107.448749673348","107.926346322158","106.197321256503","106.755339377106","106.154035489007","107.313036304621","106.681282574836","105.925737950387","106.167203077834","105.8654131229","102.379066979704","102.223999955473","99.1067749280368","97.0337691551963","94.0708825430713","93.0194476312807","91.2025225300199","90.8964269010895","88.535900080942","88.315255435859","86.7542436781895","85.9857598571213","83.5559491334481","81.6434922070286","77.7589309274005","75.4567743307872","73.8381373874667","71.7103698881797","70.6203073632604","70.0504975617665","68.4403995552718","68.1338864258389","67.4345900977704","65.5663106339273","71.9204238251307","79.9262682499864","","","",
"Switzerland","CHE","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","98.977","100.078","99.614","97.679","92.991","91.239","90.661","85.962","90.407","89.831","86.999","88.192","83.818","80.168","77.26","77.065","73.821","72.863","74.863","76.037","73.258","70.25","70.902","67.396","67.019","66.303","64.265","62.766","63.843","63.479","62.312","62.39","61.222","60.83","61.027","61.514","57.374","57.52","55.17","53.69","53.915","51.67","51.977","50.145","47.738","46.004","46.738","45.549","42.969","42.165","42.675","40.045","39.904","38.848","36.652","36.484","35.896","34.265","35.152","32.207","32.498","33.004","32.418","30.696","",
"Channel Islands","CHI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","96","100","95","86","97","103","98","97","98","100","100","95","96","88","87","88","89","88","88","87","83","78","89","73","72","69","72","69","65","64","68","62","61","63","64","58","59","55","53","53","52","51","50","49","46","45","43","42","41","40","39","38","39","38","38","38","39","40","39","40","41","45","41","41","",
"Chile","CHL","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","226.83","227.565","219.149","213.792","210.039","204.057","196.263","193.089","187.758","181.994","179.726","173.327","163.031","156.354","151.793","143.02","138.992","135.507","131.818","125.578","119.734","116.431","111.958","107.819","103.884","102.246","99.638","97.957","95.94","95.098","90.621","88.889","87.298","85.649","83.964","81.895","80.352","78.341","75.667","73.885","71.847","70.049","68.426","66.688","64.688","65.303","65.715","65.463","65.264","66.174","64.797","64.173","63.316","62.713","61.921","60.75","59.591","58.877","58.945","60.507","62.227","68.237","67.4","57.246","",
"China","CHN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","480.153","413.513","318.236","309.878","302.001","293.394","287.027","278.31","269.663","260.519","251.479","242.155","232.513","220.694","211.688","204.125","205.599","189.294","183.217","177.547","172.254","166.58","161.499","156.02","151.043","146.075","141.23","135.842","131.143","127.292","125.386","119.693","115.025","109.491","105.754","100.107","96.249","93.136","90.68","88.882","86.709","84.386","82.333","80.443","78.688","76.559","74.942","73.205","74.313","69.963","68.828","67.374","65.855","64.887","63.521","62.188","60.855","59.79","58.145","57.27","55.87","57.385","54.831","55.272","",
